Accuracy,Balanced_Accuracy,Precision,Recall_DR,Specificity,F1,F2,AUROC,AUPRC,MCC,Cohen_Kappa,FPR_FAR,FNR_MissRate,NPV,Brier,ECE,TP,TN,FP,FN,Threshold,Collapsed_All_Attack,Collapsed_All_Normal,Direction,Protocol,Target_Label_Fraction,Seed
0.9420211534007565,0.4962583374003579,0.0,0.0,0.9925166748007158,0.0,0.0,0.22022567727993447,0.030193197290214017,-0.019581801663924564,-0.012622356631957876,0.007483325199284204,1.0,0.9487598164994946,0.8538464734435137,0.8608658919629514,0,12202,92,659,0.9999886751174927,False,False,SWaT_to_WADI,Zero-shot source threshold,0.0,42
0.6600787462363931,0.349166710484382,0.0005336179295624333,0.0030349013657056147,0.6952985196030584,0.0009076469253460404,0.0015664160401002505,0.22022567727993447,0.030193197290214017,-0.1461856767104608,-0.09374139582330154,0.3047014803969416,0.9969650986342944,0.9286257468766974,0.8538464734435137,0.8608658919629514,2,8548,3746,657,0.999975620508194,False,False,SWaT_to_WADI,Target-normal calibrated,0.0,42
0.16150698679842507,0.3960000103681355,0.03912179255511384,0.6570561456752656,0.13494387506100536,0.0738466786049288,0.15798307063631056,0.22022567727993447,0.030193197290214017,-0.12961711502771073,-0.024544984554796256,0.8650561249389946,0.34294385432473445,0.880106100795756,0.8538464734435137,0.8608658919629514,433,1659,10635,226,0.9387057366371155,False,False,SWaT_to_WADI,One-percent few-shot calibration,0.01,42
0.7871535551609665,0.4204182653961257,0.003784295175023652,0.012139605462822459,0.828696925329429,0.00576992426974396,0.008421052631578947,0.2915013010775702,0.03283378092308125,-0.09464237033536739,-0.0778392955756897,0.17130307467057102,0.9878603945371776,0.9399391087738721,0.882449761884102,0.889024793567497,8,10188,2106,651,0.999880313873291,False,False,SWaT_to_WADI,Zero-shot source threshold,0.0,52
0.7553462518335521,0.4230496117750421,0.013565891472868217,0.05311077389984825,0.7929884496502358,0.021611608521148504,0.033550613496932516,0.2915013010775702,0.03283378092308125,-0.08467751036288922,-0.06468093710986045,0.20701155034976412,0.9468892261001517,0.9398438253157235,0.882449761884102,0.889024793567497,35,9749,2545,624,0.9998784649372101,False,False,SWaT_to_WADI,Target-normal calibrated,0.0,52
0.05164826681077743,0.5004067024564829,0.0509155528084679,1.0,0.0008134049129656743,0.09689751507131304,0.2115026638423519,0.2915013010775702,0.03283378092308125,0.0064354456567335735,8.282649134561115e-05,0.9991865950870343,0.0,1.0,0.882449761884102,0.889024793567497,659,10,12284,0,0.030441492974758146,False,False,SWaT_to_WADI,One-percent few-shot calibration,0.01,52
0.9491237551146453,0.5,0.0,0.0,1.0,0.0,0.0,0.2978150635677791,0.033444120039176246,0.0,0.0,0.0,1.0,0.9491237551146453,0.9069421323874424,0.915236078878406,0,12294,0,659,0.9996205568313599,False,True,SWaT_to_WADI,Zero-shot source threshold,0.0,62
0.43673280321161123,0.40240480261908973,0.033722073907545315,0.36418816388467373,0.4406214413535058,0.06172839506172839,0.12303906490310673,0.2978150635677791,0.033444120039176246,-0.0862068208836034,-0.0346254171204452,0.5593785586464942,0.6358118361153262,0.9282042494859493,0.9069421323874424,0.915236078878406,240,5417,6877,419,0.9950793862342835,False,False,SWaT_to_WADI,Target-normal calibrated,0.0,62
0.0672431097043156,0.5086220920774361,0.05172278471077624,1.0,0.017244184154872295,0.09835820895522387,0.21428106912921896,0.2978150635677791,0.033444120039176246,0.029864983250546758,0.0017822448342449393,0.9827558158451277,0.0,1.0,0.9069421323874424,0.915236078878406,659,212,12082,0,0.07841225726157428,False,False,SWaT_to_WADI,One-percent few-shot calibration,0.01,62
0.9491237551146453,0.5,0.0,0.0,1.0,0.0,0.0,0.24320640266925175,0.030755923654193322,0.0,0.0,0.0,1.0,0.9491237551146453,0.8854769899180873,0.8947508986718203,0,12294,0,659,0.9992736120224,False,True,SWaT_to_WADI,Zero-shot source threshold,0.0,72
0.6966725855014282,0.3806513435498965,0.005743651753325272,0.028831562974203338,0.7324711241255897,0.009579026972523318,0.01598250336473755,0.24320640266925175,0.030755923654193322,-0.12028264657140723,-0.08224906589862613,0.26752887587441027,0.9711684370257967,0.933644375324002,0.8854769899180873,0.8947508986718203,19,9005,3289,640,0.9977981436252594,False,False,SWaT_to_WADI,Target-normal calibrated,0.0,72
0.05087624488535474,0.5,0.05087624488535474,1.0,0.0,0.09682632970908023,0.21136698954390917,0.24320640266925175,0.030755923654193322,0.0,0.0,1.0,0.0,0.0,0.8854769899180873,0.8947508986718203,659,0,12294,0,0.00017941257660277187,True,False,SWaT_to_WADI,One-percent few-shot calibration,0.01,72
0.9089786149926657,0.4788514722628925,0.0,0.0,0.957702944525785,0.0,0.0,0.30920322607003475,0.03372934684740626,-0.04734889061097653,-0.04698679103238956,0.04229705547421506,1.0,0.9469958980133516,0.8468100307086927,0.8539474539467451,0,11774,520,659,0.9997255804538727,False,False,SWaT_to_WADI,Zero-shot source threshold,0.0,82
0.5911371882961476,0.422710610774517,0.0313321204770568,0.23520485584218512,0.6102163657068489,0.05529789511237959,0.10220229460635633,0.30920322607003475,0.03372934684740626,-0.06991340185749252,-0.037896055658112715,0.3897836342931511,0.7647951441578149,0.9370472145890582,0.8468100307086927,0.8539474539467451,155,7502,4792,504,0.999613162279129,False,False,SWaT_to_WADI,Target-normal calibrated,0.0,82
0.050953447077897014,0.5000406702456482,0.050880172946263125,1.0,8.134049129656744e-05,0.09683344353831459,0.2113805491403644,0.30920322607003475,0.03372934684740626,0.0020343594236769866,8.277202273365702e-06,0.9999186595087034,0.0,1.0,0.8468100307086927,0.8539474539467451,659,1,12293,0,0.0006124032259103846,False,False,SWaT_to_WADI,One-percent few-shot calibration,0.01,82
